CustomerID,Age,Gender,Years_as_Customer,PreferredLoginDevice,PreferredPaymentMode,Total_Spend,Average_Transaction_Amount,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,Num_of_Purchases,NumberOfAddress,Num_of_Returns,Satisfaction_Score,Num_of_Support_Contacts,Complain,Last_Purchase_Days_Ago,CashbackAmount,Email_Opt_In,Promotion_Response,Churn
50397,57,Female,17,Computer,Credit Card,2954.65,345.45,3,2,Laptop & Accessory,45,2,3,4,0,1,29,146,FALSE,Responded,0
50398,46,Male,2,Phone,Debit Card,2984.48,320.2,3,2,Mobile Phone,86,4,7,4,1,0,89,147,FALSE,Unsubscribed,0
50399,63,Male,4,Phone,CC,9188.24,50.02,3,2,Mobile,25,2,8,4,4,1,133,132,TRUE,Responded,0
50400,44,Female,14,Mobile Phone,Credit Card,8013.13,387.38,2,4,Fashion,9,2,9,4,3,0,66,186,TRUE,Ignored,0
50401,28,Female,5,Phone,Debit Card,2113.23,54.19,3,3,Laptop & Accessory,31,10,1,1,2,0,282,146,TRUE,Unsubscribed,1
50402,64,Female,9,Phone,COD,5743.46,317.99,3,4,Laptop & Accessory,33,2,1,3,0,0,25,146,FALSE,Ignored,0
50403,67,Male,6,Mobile Phone,E wallet,7483.06,348.35,2,3,Laptop & Accessory,86,2,2,2,0,0,165,154,TRUE,Ignored,0
50404,45,Male,11,Computer,COD,3595.06,300.67,2,3,Laptop & Accessory,68,4,2,3,4,1,339,168,FALSE,Unsubscribed,1
50405,69,Female,1,Mobile Phone,Debit Card,4400.38,192.9,2,2,Laptop & Accessory,58,1,7,3,0,0,299,176,TRUE,Unsubscribed,0
50406,53,Female,4,Mobile Phone,Debit Card,5796.43,306.82,3,3,Fashion,85,2,9,1,3,0,16,174,FALSE,Unsubscribed,0
50407,59,Female,9,Mobile Phone,Debit Card,4724.37,280.77,2,3,Fashion,82,4,5,1,0,0,41,212,FALSE,Unsubscribed,0
50408,36,Male,14,Mobile Phone,E wallet,7555.12,301.65,2,3,Laptop & Accessory,18,3,6,4,0,0,360,150,TRUE,Unsubscribed,0
50409,52,Male,1,Computer,Debit Card,158.79,406.78,2,4,Fashion,76,6,0,4,4,1,1,205,TRUE,Unsubscribed,0
50410,69,Male,11,Mobile Phone,Debit Card,4402.86,414.73,2,2,Grocery,19,4,8,3,1,0,141,248,FALSE,Responded,0
50411,48,Male,6,Mobile Phone,UPI,3442.06,380.8,3,4,Others,36,4,9,1,2,0,258,291,FALSE,Unsubscribed,0
50412,61,Male,9,Mobile Phone,E wallet,6130.72,246.33,2,3,Laptop & Accessory,59,9,5,2,2,0,49,154,TRUE,Unsubscribed,0
50413,36,Male,14,Computer,Debit Card,7781.99,183.99,2,3,Fashion,86,2,4,3,3,0,189,188,TRUE,Responded,0
50414,63,Male,3,Mobile Phone,UPI,853.84,440.36,2,4,Others,44,2,5,1,2,0,204,292,TRUE,Ignored,0
50415,41,Male,1,Phone,E wallet,1664.79,439.61,2,3,Mobile Phone,64,8,2,3,4,0,126,139,TRUE,Unsubscribed,0
50416,19,Female,13,Phone,Debit Card,6684.31,408.68,3,5,Mobile,99,8,6,1,4,1,76,122,FALSE,Ignored,1
50417,24,Female,8,Computer,Debit Card,7410.18,443.33,3,2,Fashion,98,10,5,3,0,0,236,217,TRUE,Responded,0
50418,60,Female,17,Mobile Phone,Debit Card,5923.2,203.68,2,3,Fashion,74,5,6,2,0,1,195,179,TRUE,Ignored,0
50419,66,Male,16,Computer,Credit Card,9829.75,271.88,2,5,Mobile Phone,28,3,6,1,3,0,213,137,FALSE,Ignored,0
50420,48,Female,18,Computer,Credit Card,5044.67,289.25,2,3,Grocery,88,10,1,5,1,1,154,238,TRUE,Unsubscribed,0
50421,34,Male,1,Mobile Phone,E wallet,1449.29,361.78,2,3,Laptop & Accessory,64,8,2,4,0,0,293,153,FALSE,Ignored,0
50422,44,Male,1,Phone,Debit Card,6894.28,393.26,2,3,Mobile,52,2,3,1,4,0,257,126,TRUE,Responded,0
50423,53,Male,12,Computer,CC,6060.55,285.47,,2,Mobile,60,7,2,3,0,1,227,128,FALSE,Ignored,1
50424,67,Male,11,Computer,Debit Card,5945.17,452.34,2,4,Laptop & Accessory,37,4,5,4,3,0,337,168,FALSE,Unsubscribed,0
50425,60,Female,7,Mobile Phone,Credit Card,5503.95,120.08,3,3,Laptop & Accessory,49,4,9,3,3,0,345,161,TRUE,Unsubscribed,0
50426,27,Male,19,Phone,CC,9397.05,210.25,2,3,Mobile,98,2,2,1,0,0,185,125,FALSE,Ignored,0
50427,62,Female,2,Mobile Phone,UPI,1378.65,38.07,2,2,Laptop & Accessory,12,10,9,3,1,0,24,164,TRUE,Responded,0
50428,31,Male,6,Mobile Phone,Credit Card,824.65,491.14,2,3,Grocery,73,8,2,1,2,0,342,211,TRUE,Unsubscribed,0
50429,24,Female,18,Phone,CC,1625.76,402.65,2,4,Mobile,94,1,3,1,4,1,174,123,FALSE,Responded,0
50430,56,Female,11,Mobile Phone,Credit Card,2525.4,70.53,2,4,Laptop & Accessory,34,9,0,4,1,0,145,168,TRUE,Unsubscribed,0
50431,57,Male,13,Phone,E wallet,5970.17,173.63,2,3,Mobile,48,2,0,1,3,0,60,123,TRUE,Ignored,0
50432,26,Male,10,Phone,Debit Card,6163.01,271.82,2,3,Laptop & Accessory,15,3,9,2,4,0,70,125,TRUE,Responded,0
50433,31,Female,18,Computer,Debit Card,2402.76,155.33,3,3,Laptop & Accessory,95,3,5,5,4,0,13,151,TRUE,Unsubscribed,0
50434,25,Male,4,Computer,Debit Card,4943.33,67.77,3,3,Laptop & Accessory,32,2,7,2,2,0,259,153,TRUE,Responded,0
50435,34,Male,9,Phone,CC,4872.41,303.37,,3,Mobile,88,7,3,1,3,1,172,131,TRUE,Responded,0
50436,40,Female,3,Mobile Phone,Debit Card,4585.8,119.58,2,3,Laptop & Accessory,64,4,9,5,2,0,50,151,TRUE,Responded,0
50437,33,Male,11,Mobile Phone,E wallet,8055.1,320.13,2,4,Grocery,44,2,9,3,2,0,99,269,TRUE,Ignored,0
50438,43,Male,7,Phone,UPI,4769.76,348.52,,3,Mobile,22,2,0,3,1,1,64,127,FALSE,Ignored,1
50439,26,Female,1,Mobile Phone,Credit Card,7607.82,408.91,2,3,Laptop & Accessory,3,2,5,2,3,0,249,162,FALSE,Ignored,0
50440,53,Male,5,Mobile Phone,COD,1748.16,228.83,2,5,Laptop & Accessory,27,1,4,4,3,0,163,166,TRUE,Responded,0
50441,24,Male,5,Phone,Credit Card,5366.48,352.17,3,2,Mobile,10,2,1,5,1,0,288,135,TRUE,Ignored,0
50442,35,Female,13,Computer,Debit Card,8258.64,27.22,3,1,Laptop & Accessory,2,5,0,5,3,1,56,164,TRUE,Unsubscribed,1
50443,25,Male,1,Mobile Phone,UPI,1859.39,319.16,2,3,Laptop & Accessory,57,2,0,4,1,0,84,163,FALSE,Ignored,0
50444,38,Male,4,Mobile Phone,Credit Card,4702.73,222.93,3,3,Others,68,6,0,3,3,1,295,299,FALSE,Responded,1
50445,43,Male,8,Computer,Debit Card,6129.89,406.44,3,4,Fashion,82,2,4,1,0,0,187,176,TRUE,Unsubscribed,0
50446,20,Male,18,Computer,Credit Card,1929.27,494.07,2,3,Mobile Phone,2,1,9,3,3,0,313,143,FALSE,Unsubscribed,0
50447,34,Female,12,Computer,Debit Card,7591.98,153.29,3,5,Mobile Phone,31,4,4,1,0,0,64,144,FALSE,Unsubscribed,0
50448,68,Female,3,Phone,Credit Card,882.06,448.28,3,3,Laptop & Accessory,35,5,0,3,2,0,88,143,TRUE,Responded,0
50449,63,Male,13,Mobile Phone,COD,9469.51,61.94,2,4,Laptop & Accessory,98,7,8,5,2,0,74,153,TRUE,Responded,1
50450,41,Female,17,Phone,Debit Card,4735.39,231.67,3,1,Mobile,48,3,7,5,2,0,63,133,FALSE,Responded,0
50451,42,Female,3,Mobile Phone,Credit Card,3427.62,350.69,3,3,Laptop & Accessory,49,10,1,1,4,1,151,155,FALSE,Ignored,0
50452,22,Male,13,Computer,E wallet,1256.39,432.93,2,3,Laptop & Accessory,11,1,8,3,2,0,339,143,FALSE,Responded,0
50453,54,Female,10,Phone,Debit Card,4382.71,118.39,,3,Mobile,7,1,9,1,0,1,304,128,FALSE,Unsubscribed,0
50454,62,Female,4,Computer,Debit Card,6632.06,251.39,3,1,Laptop & Accessory,6,7,6,1,1,1,306,160,TRUE,Responded,0
50455,67,Female,1,Phone,Credit Card,1035.42,488.2,2,4,Mobile Phone,43,2,4,3,1,0,315,144,TRUE,Unsubscribed,0
50456,41,Female,14,Phone,Debit Card,3132.06,371.26,3,3,Mobile,71,2,8,1,4,0,354,126,FALSE,Responded,0
50457,48,Male,6,Phone,Debit Card,8376.57,203.06,2,5,Mobile Phone,39,4,9,1,3,0,120,138,FALSE,Unsubscribed,0
50458,43,Female,19,Computer,Credit Card,6497.19,253.8,2,1,Laptop & Accessory,6,2,6,3,2,0,239,142,TRUE,Unsubscribed,0
50459,38,Female,4,Mobile Phone,Debit Card,2143.09,460.63,3,3,Laptop & Accessory,61,6,4,2,3,0,338,165,FALSE,Unsubscribed,0
50460,51,Male,11,Computer,Debit Card,1693.01,248.53,3,3,Others,31,2,7,2,1,0,349,284,FALSE,Unsubscribed,0
50461,55,Male,13,Mobile Phone,Debit Card,9054.4,38.46,3,1,Mobile Phone,60,2,0,4,0,1,62,116,FALSE,Ignored,1
50462,41,Male,10,Computer,Debit Card,2941.5,110.3,,4,Mobile,9,2,4,2,4,0,206,127,TRUE,Ignored,0
50463,45,Female,17,Phone,Debit Card,1877.05,11.84,,3,Laptop & Accessory,64,9,3,3,4,0,154,131,FALSE,Ignored,0
50464,47,Male,7,Mobile Phone,Credit Card,9999.64,245.31,3,3,Grocery,82,6,4,1,4,0,35,276,FALSE,Responded,0
50465,51,Female,13,Phone,Debit Card,3161,486.97,2,4,Mobile,87,2,9,3,2,1,14,123,FALSE,Unsubscribed,1
50466,69,Male,16,Mobile Phone,Credit Card,1334.93,403.21,2,3,Fashion,4,1,9,5,4,0,219,217,FALSE,Responded,0
50467,69,Female,7,Mobile Phone,E wallet,4671.4,30.23,3,3,Laptop & Accessory,16,6,6,3,0,0,34,153,TRUE,Unsubscribed,1
50468,40,Female,18,Mobile Phone,UPI,4400.02,466.12,2,3,Grocery,95,2,1,2,0,1,338,268,TRUE,Unsubscribed,0
50469,25,Female,7,Mobile Phone,UPI,9275.34,64.55,2,3,Laptop & Accessory,7,1,3,4,4,0,185,152,TRUE,Ignored,0
50470,59,Male,6,Phone,Debit Card,1428.63,21.27,,1,Mobile,94,2,2,1,1,0,242,127,FALSE,Ignored,0
50471,67,Male,13,Mobile Phone,Debit Card,1002.25,113.68,2,3,Others,23,8,8,1,1,1,182,292,FALSE,Responded,1
50472,27,Female,3,Phone,Debit Card,1020.49,255.08,2,1,Mobile,11,4,5,2,4,0,241,125,TRUE,Responded,0
50473,18,Female,1,Mobile Phone,Debit Card,9052.45,48.1,2,4,Laptop & Accessory,29,10,0,4,2,1,53,161,FALSE,Ignored,0
50474,37,Male,18,Phone,Credit Card,4548.75,392.86,2,3,Mobile Phone,8,7,6,5,1,0,363,144,FALSE,Unsubscribed,1
50475,54,Male,11,Phone,UPI,1591,18.57,2,3,Mobile,92,4,7,4,4,0,101,121,TRUE,Unsubscribed,0
50476,35,Female,1,Mobile Phone,Debit Card,5978.92,116.9,3,4,Laptop & Accessory,84,2,8,4,0,0,327,162,TRUE,Responded,0
50477,38,Male,5,Computer,Credit Card,5422.47,303.22,2,4,Laptop & Accessory,3,7,2,2,3,0,209,151,FALSE,Responded,0
50478,66,Female,9,Mobile Phone,Credit Card,2064.23,211.18,2,4,Laptop & Accessory,72,6,8,4,1,1,158,169,TRUE,Responded,0
50479,21,Female,19,Phone,Debit Card,6070.08,235.6,3,4,Mobile,77,2,6,1,2,0,143,123,TRUE,Ignored,0
50480,60,Male,14,Phone,Debit Card,3468.29,338.29,3,3,Laptop & Accessory,52,2,4,4,3,0,292,144,TRUE,Responded,0
50481,19,Male,8,Computer,Debit Card,2459.87,186.22,2,4,Laptop & Accessory,20,3,8,2,3,0,226,163,FALSE,Unsubscribed,0
50482,38,Female,9,Computer,Debit Card,5152.97,127.92,3,4,Mobile,95,2,5,4,2,0,10,126,TRUE,Unsubscribed,0
50483,54,Female,17,Mobile Phone,E wallet,2987.33,459.93,2,3,Fashion,31,2,9,4,2,0,94,177,FALSE,Ignored,1
50484,22,Male,11,Mobile Phone,Credit Card,2299.19,179.14,2,3,Laptop & Accessory,28,5,4,1,4,0,323,152,FALSE,Unsubscribed,1
50485,34,Male,16,Mobile Phone,Debit Card,8809.25,244.23,3,3,Grocery,16,7,7,1,0,0,79,272,TRUE,Unsubscribed,0
50486,66,Male,17,Mobile Phone,Cash on Delivery,1642.05,411.78,2,4,Fashion,48,2,0,2,2,1,136,228,FALSE,Unsubscribed,0
50487,65,Male,2,Mobile Phone,UPI,2877.84,320.07,2,3,Fashion,24,4,4,3,2,0,258,202,FALSE,Responded,0
50488,28,Female,3,Phone,E wallet,3922.77,314.01,2,3,Laptop & Accessory,59,2,8,1,3,1,235,148,TRUE,Unsubscribed,0
50489,63,Male,17,Phone,UPI,2809.02,323.02,2,3,Mobile Phone,95,1,1,2,1,0,238,137,TRUE,Unsubscribed,0
50490,58,Female,12,Computer,CC,2186.04,407.08,2,4,Mobile,84,2,1,4,1,1,203,124,TRUE,Unsubscribed,1
50491,48,Male,16,Computer,Credit Card,7734.35,267.67,2,3,Mobile Phone,9,2,7,1,2,0,143,117,TRUE,Ignored,0
50492,45,Female,16,Mobile Phone,E wallet,3357.26,47.17,3,3,Grocery,14,3,9,5,0,0,341,263,FALSE,Unsubscribed,0
50493,61,Male,6,Mobile Phone,Credit Card,1213.88,336.1,2,3,Laptop & Accessory,39,10,8,2,2,0,93,159,TRUE,Responded,0
50494,49,Male,3,Phone,CC,5454.86,90.85,3,1,Mobile,39,8,7,5,0,0,177,134,FALSE,Unsubscribed,0
50495,38,Male,13,Phone,Credit Card,1342.34,416.07,2,1,Laptop & Accessory,3,2,5,1,3,0,230,140,FALSE,Unsubscribed,0
50496,24,Female,13,Phone,CC,3639.44,86.71,2,4,Mobile,43,2,5,5,4,0,363,126,TRUE,Responded,0
50497,27,Male,15,Mobile Phone,Debit Card,8830.08,478.66,2,3,Laptop & Accessory,52,2,9,3,3,1,327,162,TRUE,Ignored,0
50498,45,Male,2,Phone,Debit Card,3754.7,358.07,3,3,Laptop & Accessory,69,3,4,1,4,0,237,144,FALSE,Unsubscribed,0
50499,65,Male,12,Computer,Debit Card,6361.84,139.06,3,4,Mobile Phone,39,10,8,4,3,0,117,138,FALSE,Ignored,0
50500,53,Female,15,Mobile Phone,E wallet,5194.79,111.66,3,4,Fashion,70,8,1,2,2,1,112,209,TRUE,Unsubscribed,0
50501,37,Male,15,Mobile Phone,E wallet,1463.48,440.35,3,3,Fashion,60,5,7,5,2,1,332,208,FALSE,Unsubscribed,0
50502,30,Female,12,Mobile Phone,Credit Card,6525.79,122.99,3,1,Laptop & Accessory,64,6,1,3,0,0,279,152,TRUE,Ignored,0
50503,36,Female,7,Computer,Credit Card,8574.75,211.81,2,4,Grocery,54,4,9,5,2,0,23,238,FALSE,Responded,0
50504,67,Male,3,Mobile Phone,E wallet,1022.8,235.56,3,4,Laptop & Accessory,63,5,5,1,1,0,23,163,FALSE,Ignored,0
50505,28,Male,10,Phone,Credit Card,7561.43,70.94,3,4,Mobile Phone,34,2,1,5,2,0,114,149,FALSE,Unsubscribed,0
50506,52,Male,11,Phone,Debit Card,6933.09,370.38,2,4,Laptop & Accessory,89,7,3,2,1,0,355,148,FALSE,Ignored,0
50507,51,Male,18,Phone,Debit Card,8679.94,62.76,,1,Mobile,93,3,0,5,3,1,144,128,FALSE,Unsubscribed,0
50508,61,Male,7,Computer,CC,1130.51,428.63,2,3,Mobile,86,6,2,5,3,1,254,125,FALSE,Unsubscribed,0
50509,21,Male,7,Phone,Debit Card,3126.38,270.56,3,4,Mobile,45,1,7,4,4,0,157,123,TRUE,Ignored,0
50510,30,Male,12,Phone,UPI,6973.49,312.18,3,3,Laptop & Accessory,15,2,9,3,4,1,153,142,TRUE,Unsubscribed,0
50511,54,Female,17,Mobile Phone,Debit Card,317.98,416.14,3,4,Fashion,69,2,4,5,2,1,311,207,FALSE,Ignored,0
50512,19,Female,14,Computer,Debit Card,7367.35,174.76,3,3,Mobile,82,2,9,4,2,1,332,120,TRUE,Responded,1
50513,67,Male,15,Computer,Debit Card,8593.99,482.92,3,3,Mobile,80,1,1,5,4,0,298,123,TRUE,Unsubscribed,0
50514,18,Male,8,Phone,E wallet,4587.71,309.78,2,4,Laptop & Accessory,26,2,2,5,2,0,264,143,FALSE,Responded,0
50515,57,Female,17,Phone,COD,4399.87,70.88,2,3,Mobile Phone,64,3,3,3,1,0,38,136,TRUE,Ignored,0
50516,42,Male,7,Computer,Debit Card,2856.84,151.01,,4,Mobile,37,1,6,5,3,0,349,132,FALSE,Unsubscribed,0
50517,54,Male,9,Computer,Debit Card,150.01,253.17,2,3,Laptop & Accessory,13,2,8,3,0,0,264,165,TRUE,Responded,0
50518,53,Male,16,Phone,E wallet,1944.4,345.53,,4,Mobile,39,1,5,5,0,0,182,129,TRUE,Ignored,0
50519,23,Female,3,Mobile Phone,Debit Card,9800.65,109.06,3,1,Laptop & Accessory,60,3,6,3,3,1,129,152,TRUE,Unsubscribed,0
50520,24,Male,11,Phone,Debit Card,8686.13,219.21,2,3,Mobile,94,4,1,5,0,1,236,124,FALSE,Ignored,0
50521,21,Female,10,Phone,CC,2738.4,62.76,,4,Mobile,31,7,0,3,0,1,358,128,TRUE,Ignored,1
50522,52,Male,11,Mobile Phone,E wallet,9641.11,98.47,3,3,Grocery,99,6,0,1,1,0,221,218,TRUE,Unsubscribed,0
50523,58,Male,9,Mobile Phone,Cash on Delivery,3740.35,381.48,3,4,Fashion,84,4,1,5,3,0,127,209,FALSE,Ignored,0
50524,51,Female,11,Computer,CC,3046.1,308.59,,3,Mobile,84,6,5,4,4,0,158,130,TRUE,Responded,0
50525,46,Female,11,Mobile Phone,Debit Card,1612.8,231.6,3,3,Grocery,32,7,7,5,3,0,69,243,FALSE,Ignored,0
50526,22,Female,18,Computer,Debit Card,9025.95,13.5,2,3,Laptop & Accessory,76,5,7,5,2,0,10,156,TRUE,Unsubscribed,0
50527,44,Female,4,Phone,E wallet,9871.23,42.4,2,3,Laptop & Accessory,8,1,0,4,2,1,136,145,TRUE,Ignored,0
50528,50,Male,5,Computer,Credit Card,3341.37,384.15,2,3,Fashion,70,2,4,5,3,1,339,176,TRUE,Unsubscribed,0
50529,63,Male,5,Computer,Debit Card,7063.96,55.98,3,3,Grocery,78,2,4,1,0,0,95,279,TRUE,Responded,0
50530,69,Female,18,Mobile Phone,Debit Card,3419.5,387.81,2,4,Laptop & Accessory,63,9,3,4,1,0,334,152,FALSE,Ignored,0
50531,27,Male,18,Phone,UPI,1139.41,364.84,2,3,Mobile,99,4,8,4,2,1,110,123,FALSE,Unsubscribed,0
50532,23,Male,16,Phone,Debit Card,3987.65,261.73,,3,Mobile,47,2,7,3,4,1,256,128,TRUE,Unsubscribed,1
50533,51,Female,9,Phone,CC,5560.54,185.85,3,4,Mobile,33,7,7,3,1,0,360,125,FALSE,Responded,0
50534,25,Male,2,Phone,Debit Card,1317.87,451.11,3,3,Mobile,33,2,4,4,4,1,35,126,FALSE,Ignored,0
50535,48,Male,16,Phone,Credit Card,8200.9,96.53,3,3,Laptop & Accessory,29,2,2,4,0,0,112,149,TRUE,Responded,0
50536,26,Male,10,Computer,Debit Card,5023.89,428.96,2,4,Mobile,13,10,2,5,4,1,106,124,TRUE,Ignored,1
50537,38,Female,12,Phone,Debit Card,2420.39,384.1,2,3,Laptop & Accessory,94,5,2,1,4,0,174,148,TRUE,Unsubscribed,0
50538,25,Female,17,Phone,CC,5968.32,337.19,2,4,Mobile,75,2,4,3,2,0,236,120,TRUE,Unsubscribed,1
50539,21,Female,16,Phone,UPI,7953.27,471.76,,3,Mobile,56,2,1,2,0,0,217,127,TRUE,Unsubscribed,1
50540,39,Male,17,Mobile Phone,Debit Card,3343.48,498.1,3,3,Laptop & Accessory,74,1,2,5,4,1,144,166,FALSE,Unsubscribed,0
50541,45,Female,17,Phone,Debit Card,7044.62,396.73,3,4,Mobile,50,2,4,5,1,1,336,133,FALSE,Ignored,0
50542,62,Female,3,Phone,Debit Card,4335.81,122.1,2,3,Laptop & Accessory,20,1,4,1,3,1,342,142,FALSE,Unsubscribed,1
50543,21,Female,9,Phone,Debit Card,9644.11,345.63,,5,Mobile,87,5,2,3,3,1,56,128,TRUE,Responded,1
50544,56,Female,2,Phone,CC,7732.31,206.19,3,3,Mobile,24,6,7,2,2,0,151,124,FALSE,Responded,0
50545,38,Male,17,Phone,CC,3627.87,69.95,3,3,Mobile,31,8,3,3,4,1,147,124,FALSE,Ignored,1
50546,25,Female,15,Phone,Debit Card,275.7,425.9,3,3,Mobile,61,2,2,3,1,0,11,123,TRUE,Ignored,0
50547,37,Male,9,Mobile Phone,Debit Card,6609.45,174.02,2,3,Mobile,53,2,1,1,1,0,256,120,FALSE,Ignored,0
50548,49,Female,2,Mobile Phone,Credit Card,2058.93,482.58,3,4,Laptop & Accessory,14,8,7,5,4,0,347,162,TRUE,Responded,0
50549,18,Male,15,Phone,UPI,1306.6,407.45,,4,Mobile,32,4,0,1,4,1,27,128,FALSE,Responded,0
50550,23,Female,14,Mobile Phone,Cash on Delivery,9324.59,402.03,2,4,Fashion,59,3,4,3,0,1,329,206,TRUE,Unsubscribed,0
50551,45,Male,1,Phone,Debit Card,9999.49,415.19,2,4,Mobile,17,4,4,2,3,0,9,123,FALSE,Responded,0
50552,61,Female,13,Phone,Debit Card,2771.9,209.98,2,3,Laptop & Accessory,19,2,9,5,4,1,163,140,TRUE,Ignored,0
50553,48,Female,9,Mobile Phone,UPI,3087.51,50.28,2,3,Fashion,2,5,5,1,4,0,349,174,TRUE,Responded,0
50554,27,Male,1,Phone,CC,1733.39,497.57,2,3,Mobile,16,5,4,4,1,0,167,123,TRUE,Responded,0
50555,37,Female,1,Computer,E wallet,4631.08,482.43,2,3,Laptop & Accessory,33,2,9,2,2,0,128,169,TRUE,Responded,0
50556,25,Male,11,Phone,UPI,8671.85,239.17,3,3,Mobile Phone,79,3,3,4,3,0,361,147,TRUE,Ignored,0
50557,39,Female,12,Mobile Phone,Cash on Delivery,7044.91,415.96,3,3,Fashion,74,2,2,3,3,0,357,236,FALSE,Unsubscribed,0
50558,55,Female,5,Computer,Debit Card,8478.68,243.91,3,4,Mobile,7,7,1,2,3,0,27,123,FALSE,Unsubscribed,0
50559,46,Male,19,Phone,E wallet,2361.97,463.81,2,4,Mobile,68,2,5,2,0,1,143,124,TRUE,Responded,1
50560,26,Male,18,Mobile Phone,E wallet,7331.52,206.03,3,4,Fashion,71,3,3,5,3,0,316,197,FALSE,Unsubscribed,0
50561,61,Male,7,Computer,Credit Card,9193.41,440.54,2,4,Laptop & Accessory,80,2,5,3,1,0,161,143,FALSE,Ignored,0
50562,64,Male,19,Phone,Credit Card,2886.02,16.34,2,3,Mobile Phone,94,3,7,1,4,1,52,147,TRUE,Unsubscribed,0
50563,18,Male,16,Phone,CC,6937.47,177.24,3,3,Mobile,86,5,3,2,1,0,232,125,TRUE,Responded,0
50564,58,Male,10,Phone,UPI,4066.51,312.07,2,4,Mobile,52,2,8,1,0,1,101,121,TRUE,Unsubscribed,1
50565,69,Male,8,Phone,COD,2973.24,428.87,,3,Mobile,75,2,5,3,0,0,213,130,TRUE,Responded,1
50566,56,Female,3,Mobile Phone,Credit Card,9699.27,53.46,2,3,Laptop & Accessory,59,1,7,3,1,1,186,159,FALSE,Ignored,0
50567,43,Male,1,Computer,Credit Card,3551.47,46.59,2,3,Mobile Phone,78,9,8,4,2,1,4,136,TRUE,Unsubscribed,0
50568,28,Female,18,Mobile Phone,Credit Card,1167.71,396.06,3,3,Laptop & Accessory,92,2,3,1,2,0,125,167,FALSE,Ignored,0
50569,69,Male,7,Mobile Phone,Debit Card,3947.03,287.39,2,4,Fashion,27,2,9,1,0,1,288,203,TRUE,Ignored,1
50570,52,Female,13,Mobile Phone,Debit Card,4532.02,74.64,2,4,Laptop & Accessory,27,1,5,5,2,0,143,169,TRUE,Unsubscribed,0
50571,41,Male,15,Mobile Phone,Debit Card,7546.89,243.92,2,4,Fashion,69,6,5,3,1,0,258,206,TRUE,Unsubscribed,1
50572,50,Male,15,Computer,Debit Card,9504.15,110.27,2,3,Laptop & Accessory,60,2,4,3,0,0,33,144,FALSE,Responded,0
50573,37,Female,8,Computer,Cash on Delivery,8188.86,378.18,2,3,Mobile,30,2,3,3,3,0,247,122,FALSE,Ignored,0
50574,44,Female,10,Phone,Credit Card,9316.32,409.65,2,3,Laptop & Accessory,49,2,8,3,2,0,114,146,TRUE,Ignored,0
50575,32,Male,8,Mobile Phone,Debit Card,4803.1,225.91,3,3,Grocery,93,3,9,5,2,0,140,271,TRUE,Unsubscribed,0
50576,50,Male,14,Phone,COD,7221.23,484.25,2,3,Mobile,62,5,8,4,1,0,306,125,TRUE,Unsubscribed,1
50577,69,Male,2,Mobile Phone,Credit Card,3159.59,321.34,2,3,Grocery,61,7,0,3,1,0,323,249,FALSE,Unsubscribed,0
50578,24,Male,4,Mobile Phone,UPI,788.91,137.23,3,3,Fashion,16,6,4,2,1,0,262,173,TRUE,Responded,0
50579,51,Female,3,Computer,COD,3718.19,42.31,2,3,Laptop & Accessory,92,2,2,4,2,1,144,157,TRUE,Ignored,0
50580,62,Male,8,Mobile Phone,Debit Card,7009.36,351.68,3,3,Fashion,41,7,5,5,2,0,24,178,FALSE,Unsubscribed,0
50581,68,Male,3,Mobile Phone,Debit Card,2818.76,299.1,2,1,Fashion,33,1,9,4,0,0,307,179,TRUE,Unsubscribed,0
50582,63,Female,8,Computer,Debit Card,8627.92,178.15,3,1,Grocery,46,5,2,4,2,1,271,232,TRUE,Unsubscribed,1
50583,59,Male,4,Computer,Credit Card,7928.65,371.87,3,1,Laptop & Accessory,15,2,5,5,0,1,235,151,FALSE,Ignored,0
50584,22,Male,1,Computer,COD,2021.02,28.98,2,3,Laptop & Accessory,69,5,1,2,1,0,320,151,TRUE,Responded,0
50585,47,Male,5,Computer,CC,3375.28,427.62,2,4,Mobile,90,1,9,3,3,1,149,123,FALSE,Responded,1
50586,45,Male,12,Computer,Debit Card,8270.5,103.42,2,3,Grocery,97,2,8,2,2,0,105,274,TRUE,Responded,0
50587,35,Female,16,Phone,Debit Card,2514.98,26.23,3,4,Mobile,13,7,8,3,1,1,255,124,FALSE,Responded,1
50588,53,Female,10,Phone,Debit Card,3382.86,447.04,2,3,Mobile,45,4,3,5,3,0,52,135,TRUE,Unsubscribed,0
50589,20,Female,7,Phone,CC,3496.36,312.78,3,3,Mobile,60,4,6,1,1,0,21,123,FALSE,Responded,0
50590,38,Male,6,Mobile Phone,Credit Card,8030.32,70.97,3,3,Grocery,43,10,2,5,3,0,223,274,TRUE,Unsubscribed,0
50591,63,Female,2,Computer,UPI,466.6,317.52,2,1,Laptop & Accessory,64,2,5,4,2,1,317,155,FALSE,Unsubscribed,0
50592,33,Male,6,Computer,Credit Card,830.49,445.63,3,3,Others,53,3,8,3,1,0,52,294,FALSE,Ignored,0
50593,54,Female,17,Phone,COD,5826.67,296.68,,3,Mobile,14,10,2,5,2,0,322,128,TRUE,Ignored,0
50594,59,Male,13,Computer,Debit Card,4031.41,378.02,2,3,Laptop & Accessory,53,2,5,2,0,1,215,136,FALSE,Ignored,0
